smiles,penalized_logp
CC[NH2+][C@H]([C@@H]1CN2CCC[C@@H]2CO1)[C@@H]1CCCC[C@H]1CC,-2.2151718985054383
CCC(CC)([C@@H](Cc1ccc[nH+]c1N)NC)[NH+](C)C,-4.32785142879022
CN(C)C(=O)O[C@@H]1CCCC[C@H]1C[NH3+],-2.2715132135904184
Nc1ccc(Cl)c(S(=O)(=O)N2CCN3C(=O)NC[C@H]3C2)c1,-1.2547213375335877
COc1ccc(C[NH+]2CCNC(=O)CC2)cc1OCC(C)C,-5.5819931746047065
O=C(NCC[NH+]1CCN(C(=O)c2ccccc2[N+](=O)[O-])CC1)[C@H]1CC(=O)N(c2ccccc2)C1,-2.132901576434455
[NH3+][C@H](C(=O)[O-])[C@H](O)c1ccc(F)cc1,-3.8305503400216883
CN(C)C(=O)C[C@H](C[NH3+])N1CCOCC1(C)C,-3.273144650545102
C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],-1.3613414578012775
CCc1ccc([C@@H](C)NC(=O)[C@H](C)[NH+]2CCc3n[nH]cc3C2)cc1,-2.508499677262801
CC(=O)C1=C([O-])C(=O)N(CCC2=c3ccccc3=[NH+][C@H]2C)[C@H]1c1ccccc1F,-3.6217364208955476
[NH3+][C@H]1CCC[C@@H]1CCSc1n[nH]c(=O)n1C1CC1,-2.2960091466554844
CC(C)Cc1nc(SCC(=O)NC[C@@H]2CCCO2)c2c(=O)n(C)c(=O)n(C)c2n1,-1.1878042000436795
CC[NH+]1CCC[C@H](NC(=O)c2ccc(OC)c(O)c2)C1,-2.5164993495264762
C[NH+]1CC[C@@H](NC(=O)NCCS(C)(=O)=O)[C@@H]1c1ccc(Cl)cc1,-2.9593192402805757
CC(C)Cn1cc[nH+]c(N2C[C@H]3CC[C@@H]2C3)c1=O,-3.1873210264424516
CCOC(=O)C1CCC(NC(=O)[C@@](C)([NH3+])CC)CC1,-1.4109380112149483
C[C@H](CCCO)NC(=O)C[C@H]1CCS(=O)(=O)C1,-1.6163306135612054
O=C(c1cc(COc2ccc(-n3cncn3)cc2)on1)N1CC[NH+]2CCC[C@H]2C1,-2.700644127488242
CC(C)[C@H]1CN(C(=O)CCC(N)=O)CCC[NH+]1Cc1ccc(F)cc1,-5.740484717439953
N#Cc1ccnc(N2CCC([NH2+]C[C@@H]3CCCO3)CC2)c1,-2.0591566879151277
[NH3+]CC(=O)c1ccc(F)cc1,-0.7807144503298916
CNC(=O)[C@H](C)C[NH+](C)Cc1nnc2n(C)c(=O)c3cc(C)ccc3n12,-3.377674021382787
CC[NH+]1CCC[C@@H]1C[NH+](C)CCC(=O)[O-],-8.323510040228907
CCNC(=O)CN(CC)C(=O)CC1([NH3+])CCC1,-1.9900162832086012
CC1=C(CC[NH+]2CCC[C@@H](C(N)=O)C2)C(C)(C)CCC1,-2.389436410916093
COc1cccc(O[C@@H]2CC[C@H]([NH3+])C2)n1,-2.1954758491141755
C[S@](=O)CC[NH2+]C/C=C/c1ccc(C#N)cc1,-2.4696732760538267
CN[C@]1(C#N)CCC[C@H]([NH+](C)CCc2ccccn2)C1,-3.1391913010623775
Cc1nn(-c2ccccc2)c(C)c1CNC(=O)[C@@H]1[C@@H](C(=O)[O-])[C@@H]2C=C[C@H]1C2,-2.3496622603966144
CCC[C@H](C)NC(=O)C[NH2+]Cc1cscc1C,-1.8276807076258332
C/[NH+]=C(/NCc1[nH+]ccn1CC(C)C)N1C[C@H]2CC=CC[C@@H]2C1,-4.191461981238389
CC(C)[NH2+]CC1CC[NH+](CCSc2ccccc2)CC1,-2.4477685996893768
C[C@@H](Cc1[nH+]ccn1C)C[C@@H](C)Br,-2.6223162829219273
C[C@H](SCC[NH3+])c1ccc(C(=O)[O-])o1,-3.770567040857545
Cc1ccc2ncc(C(=O)N(C)C3CC[NH+](C(C)C)CC3)n2c1,-1.559610302287393
COCCn1c2ccccc2n2c(=O)n(CC(=O)N(C)C)nc12,-0.7189353377847915
CC1(C)CCC[C@@H]1NC(=O)COCC(=O)[O-],-2.6228264084891553
CC1=C[C@@H](C)[C@H]2C(=O)N([C@H](Cc3ccccc3)C(=O)[O-])C(=O)[C@H]2C1,-1.8895930491555326
COC(=O)C[C@H](NC(=O)N1CC[NH+]2CCC[C@@H]2C1)C(=O)[O-],-6.307706078107273
c1cnc2c(O[C@H]3CCC[NH2+]C3)cccc2c1,-1.3646074314026873
C[C@@H]1CCC[NH+](C[C@@H](C)NC(=O)N[C@@H]2CCCC[C@@H]2n2cccn2)C1,-2.789653951364422
CCC[NH2+][C@H]1[C@H](S(=O)(=O)C(C)C)CCC1(C)C,-2.785468844753962
CN(CC[NH+](C)C)C(=O)C[C@H]1COCCN1C(=O)c1ccc2[nH]nnc2c1,-3.58821193673564
CC(C)CNC(=O)CNC(=O)[C@H]1CCC[NH+]1Cc1ccc(F)cc1,-2.4827861695928077
CC1CCN(C(=O)C[NH+]2CCC[C@@H](c3nc4ccccc4o3)C2)CC1,-1.4542820356975725
CCCCOc1ccccc1C[C@@H]([NH3+])C(=O)[O-],-2.073500218570722
NC(=O)c1n[nH]c2ccc(NC(=O)C(=O)NCC[C@H]3C[C@H]4CC[C@@H]3C4)cc12,-1.8467019502772737
O[C@H]1CCC2C1C1CC[C@H](O)C21,-2.0519315982738973
CCc1nn(C)c(C(=O)NC[C@@H](CC)CCO)c1N,-1.0968891549738415
CC(C)CN1C(=O)C2(CCCC2)[NH2+]C12CCN(C(=O)c1ccoc1)CC2,-2.0292583873148673
COc1ccc(NC(=O)[C@H]2C[C@H]3CC[C@@H]2O3)cn1,-1.6785116644177416
CCOC(=O)N[C@@H]1CCCN(C(=O)NC[C@H]2CC[NH+](C3CC3)C2)C1,-3.191325192578623
CNc1nc(C2CCN(C(=O)Cc3ccccn3)CC2)[nH+]c2c1CN(C(C)=O)CC2,-1.1290949250311366
C[NH+](C)[C@@H]1CCC[C@@H](NC(=O)NCc2cc(=O)[nH]c3ccccc23)C1,-1.9115440598154416
C[NH+](C)[C@@H]1CC[C@@H](NC(=O)c2ccc3c(c2)CCCN3S(C)(=O)=O)C1,-2.4060356385626442
CC(C)[C@H](CO)NS(=O)(=O)c1ccsc1C(=O)[O-],-2.49127288272877
C[C@H]1CCC[C@H](NC(=O)CN2CC[NH+](C/C=C/c3ccco3)CC2)C1,-2.1918698239728918
NC(=O)CN1CC2(CCC1=O)CC[NH+](Cc1ccnc3ccccc13)CC2,-2.3497180981348573
C[NH+](CC(=O)N1CCOC1=O)CC1CC[NH2+]CC1,-6.139154558289874
CCCn1c(C[C@@]2(O)CCC[NH2+]C2)nc2ccccc21,-1.6688305283868168
CC[NH2+][C@@]1(C(=O)OC)CCC[C@@H](Oc2ccccc2)C1,-1.526894729617265
CCCC[C@@H](C(=O)N1CCN(CC(=O)N2CCCC[C@@H]2C)CC1)N1CCCS1(=O)=O,-1.303710565049319
C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCc3[nH]ncc32)C1,-3.601732617494298
CC(C)CCNC(=O)[C@@H](C)Oc1ccc(N)cc1C(=O)[O-],-1.0844335632151114
O=C(NCCCN1CCOCC1)c1nc(-c2cnccn2)no1,-0.8306862307161285
CCC[NH2+][C@H](Cc1ccccc1)[C@@H]1CN(CC)CCO1,-1.647946425190436
Cn1nncc1C[NH+](CC1CCCCC1)C1CC1,-2.5029289656823988
C[C@H]1C[C@H]([NH+]2CC[C@H](S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,-3.3574218290450415
NC(=O)[C@]1([NH2+]C2CC2)CC[C@H](Oc2cc(F)cc(F)c2)C1,-2.485654947113344
O=C(NC[C@H]1CCS(=O)(=O)C1)N1CCC[C@H]([NH+]2CCCC2)C1,-3.8846389661556224
COc1ccc(OC)c([C@H]2CC[NH+](c3c([O-])c(=[OH+])c3=O)C2)c1,-4.624109517332917
CC(C)C[C@@H]([NH3+])C(=O)N1CC[C@H](C(=O)[O-])[C@@H]1C,-4.614674765288264
O=C(c1cccc(F)c1)N1CCCC[C@@H]1c1nc2c(c(=O)[nH]1)C[NH+](Cc1cccnc1)CC2,-1.509888808140952
CC1CCC(C#N)([C@H](O)C=O)CC1,-1.7641591680527884
C=CCN(CC(=O)[O-])C(=O)[C@@H](C[NH3+])C(C)C,-4.395106987834353
CS[C@H]1CC[C@H](NC(=O)N[C@@H](C)Cn2cc[nH+]c2)C1,-2.7312308450797573
CC(C)n1cc(S(=O)(=O)N2CCn3c(nn(C)c3=O)C2)cn1,-1.819068814588028
C[NH+](Cc1ccsc1)Cc1ccc(C(N)=O)cc1[N+](=O)[O-],-1.7598886587230251
CC(C)[C@H](C)[NH+]1Cc2cccc(NCc3cc(=O)n4ccsc4[nH+]3)c2C1,-2.85907030022449
O=C([O-])CCNC(=O)N[C@@H]1CCOC1,-3.142851824054804
O=C([O-])COCCNC(=O)[C@@H]1CCCCO1,-2.85329129512091
CCCCn1nc(C)c(C[NH2+]C[C@@H](C)O)c1Cl,-1.9746992104749403
O=C(CCCn1cncn1)N1CCC[C@@H](N2CCNC2=O)C1,-1.4665501054563097
C[C@H]1CN(C(=O)NCc2ncnn2C)C[C@@H](C)O1,-1.684379327100749
CCc1[nH+]n(C)c2c1NC[C@]1(C)COC[C@H]1N2,-7.547296068734159
CCNC(=O)N1CC[C@@H]([NH2+][C@H](C)CC(=O)Nc2cccc(F)c2)C1,-1.7551834163590192
CC(C)[NH+]1CCC(N2CC[NH+](Cc3c(F)ccc(F)c3F)C[C@@H]2CCO)CC1,-4.1830089029809425
CC[NH+]1C[C@H](c2ccccc2)CC2(CCN(C(=O)c3ccon3)CC2)C1,-2.012740625701777
[NH3+]C1([C@H]2CCO[C@@]3(CCSC3)C2)CCCC1,-2.8943547847769246
CC(C)([C@H](O)c1ccc(Cl)s1)[NH+]1CCCC1,-2.1853593032379304
CC(C)N[C@@]1(C#N)CC[C@@H](N(C)C[C@@H]2CC[NH+](C)C2)C1,-4.216007461683278
CCC(=O)N1CCCC[C@@H]1C(=O)NC[C@@H](C1CC1)[NH+](C)C,-2.7604767135926904
Cc1nc2n(n1)C[C@H]([NH2+]C[C@@H](O)CN(C)Cc1ccccc1)CC2,-2.904764383633542
C1=C[C@H]2C[C@@H]1C[C@H]2CN1CC[NH+](C2CCCCCC2)CC1,-6.454575436314656
COC(=O)c1sccc1C[NH+](C)CC(=O)N(C)C,-3.0042618623594497
CCN(C)S(=O)(=O)c1ccc(C[NH2+]C)cc1F,-1.6878905878913282
NC(=O)N1CCC[C@H](C(=O)N2CCC(C(=O)[O-])CC2)C1,-2.3965354904371137
CCc1ccc(S(=O)(=O)NCC2([NH+](C)C)CCOCC2)s1,-2.0777258237465834
Cc1nn(-c2ccccc2)c(C)c1CN1C[C@@H](C[NH+]2CCCC2)[C@@H](CO)C1,-2.040672708384515
CC1CCN(c2[nH+]cccc2C(=O)[O-])CC1,-2.5298535244325375
CC(C)CN(CCC#N)C(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,-2.5981403221970694
CC(C)N1CC[C@H]([NH2+][C@H](C)CCc2ccc3c(c2)OCO3)C1=O,-1.7712879228536984
Cc1nc(CCC[NH+]2CCC[C@H]2C(N)=O)cs1,-3.665199112543253
Cc1ccc(C)c([C@@H](O)[C@@H](C)[C@@H](C)C(=O)[O-])c1,-1.4225258783786539
Cc1nn(C)c2ncc(NC(=O)NC[C@H](c3ccccc3)[NH+](C)C)cc12,-1.185878907001322
NC(=O)c1cccc(CNC(=O)[C@@H]2C[C@@H]3C=C[C@H]2C3)c1,-1.3758061460381388
CN(C(=O)N[C@H]1CC[C@@H]([NH+](C)C)C1)[C@@H]1CCN(c2ccccc2F)C1=O,-2.5705522762727844
O=C(Nc1cccnc1)C1=CC=CN2CCS(=O)(=O)N=C12,-1.0037829303614199
CCn1ncc(C[NH2+]C)c1C1CC1,-2.08601881768483
CC(C)[C@@H](ON1C(=O)c2ccccc2C1=O)C(=O)[O-],-1.7840560573406254
C[C@H]1CCCC[NH+]1C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],-4.642681863746731
CNC(=O)CN1CCN(C(=O)c2nc(C)n[nH]2)CC1,-1.975099411755267
Cc1ccccc1C[NH+](C)CC(=O)Nc1cccc(S(=O)(=O)/N=C2\CCCN2)c1,-1.8078245795080832
C[C@H]1OCC[C@H]1C(=O)NCc1noc(C(C)(C)C)n1,-1.2232969894651398
CCOc1ncnc(S(=O)(=O)CC)c1N,-1.0555271972674969
CC(=O)c1cn(CCC(=O)N[C@@H]2CCC[NH+](C)C2)c2ccccc12,-1.834976240663336
COC(=O)C(CC[C@@]1(C)[C@@H](C)CC=C[C@H]1O)C(=O)OC,-1.5786239557145134
CCOc1ccc(NC(=O)c2ccc(N3C(=O)N4CCC5=c6ccccc6=[NH+][C@H]5[C@@]4(C)C3=O)cc2)cc1,-1.7457280214416553
O=C(Cn1nnn(-c2cccs2)c1=O)NC[C@@H]1CN(Cc2ccccc2)CCO1,-1.1246986437114426
[O-]c1nc(-c2cccnc2)nc2c1CC[NH+](Cc1ccnc(N3CCOCC3)n1)C2,-3.460865407895179
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1,-1.3391784628691772
O=c1[nH]nc([O-])n1/N=C/c1ccco1,-2.626192496360311
N#CCCCNC(=O)[C@H]1CC[C@H](C[NH3+])O1,-3.3546321261209306
NC(=O)[C@@H]1CCCN(C(=O)Cn2nc(-c3cccs3)oc2=O)C1,-1.153006079064007
CC(C)[C@H](CNC(=O)N[C@H]1C[C@@H]1C)N1CC[NH+](C)CC1,-3.777288201028861
CCCCCSc1nnc([O-])[nH]c1=O,-1.4653922493831275
Cn1cc[nH+]c1C[C@H]1CCC[NH+](Cc2ncc(-c3ccccc3Cl)o2)C1,-2.388317917628729
Cc1nc(C)c(C[NH2+]C[C@H](C(C)C)N2CCOCC2)s1,-1.7847772191462452
CC[C@H](C)[NH2+]CCc1n[nH]c(-c2ccco2)n1,-2.2909107361680636
N#CC(C#N)=CNCCCN1C(=O)[C@@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O,-3.1983449713033836
C/[NH+]=C(\NCC(C)(C)c1ccc(OC)cc1)N[C@H]1C[C@H]1C,-2.023980624475002
[NH3+][C@H]1CCC[C@@H]([NH+]2CC[C@@H](c3ccccc3)C2)C1,-3.723147904853094
COc1cccc([C@H]2C[NH2+]CC[NH+]2C)c1,-4.828701793911957
COCCC(=O)NC[C@@H]1CC[C@@H](C(=O)[O-])O1,-3.310395320099908
C#CCNCC(=O)NC[C@@H](C)CO,-2.3858403755731428
O[C@@H]1C[C@H](CNCc2cnn(-c3ccccc3)c2)[NH+](Cc2ccccc2)C1,-1.965995440477816
CN[C@@]1(C(N)=O)CC[C@@H](N2CC[C@H]([NH+]3CCCCC3)C2)C1,-4.669950494956012
CC(C)CC[NH+]1Cc2cccc(NC(=O)C(=O)NC[C@@H]3CC=CCC3)c2C1,-1.5536765076173276
C[C@H](O)C[C@@H](Cc1cccc(Br)c1)C(=O)[O-],-1.1795482213169313
C[C@H]1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCN4CCOCC4)[C@H]3c3ccco3)ccc2O1,-1.4167895961294712
C[C@H]1OCC[C@H]1C(=O)N1CCO[C@H](C#N)C1,-2.7352252169453113
N#CC1(C#N)[C@H](C(N)=O)[C@@H]1c1ccc(F)cc1,-1.2150633146244658
COc1cc(NS(=O)(=O)c2ccc(N3C(=O)[C@H]4[C@@H]5C=C[C@@H](C5)[C@@H]4C3=O)cc2)nc(OC)n1,-2.0313698760019334
COc1ccc(O[C@H]2CC[C@@]([NH2+]C(C)C)(C(=O)[O-])C2)cc1,-2.759245119452079
C[C@H]1CCC[C@@H]([NH+](C)CC(=O)N2CCC(C(=O)N3CCCC3)CC2)C1,-2.0830325735188224
Cn1ccc(S(=O)(=O)N2CCO[C@H](CC(=O)[O-])C2)c1,-3.144672941056786
CC[C@](C)([NH3+])C(=O)N1CCOc2ccccc2C1,-4.772314906358429
CC(C)[NH+]1CCC(N2CCN(CC3=c4ccccc4=[NH+]C3)C[C@@H]2CCO)CC1,-5.511264312935088
Cn1c(=O)c(=O)n(CC(=O)N2CCC3(CC2)OCCO3)c2cccnc21,-2.0359623240904274
CC[C@@H]1CN(S(=O)(=O)C(C)C)CC[C@@H]1[NH2+]Cc1cccc(C#N)c1,-1.85871430461164
C[NH+](C)CCNC(=O)C[C@@H]1C(=O)NCCN1Cc1c(F)cccc1Cl,-2.6562686490014276
Cc1ccc(Cl)cc1N1CCN(C(=O)[C@@H]2CCC[NH2+]2)CC1,-1.401201199977923
C[C@H]1CC(N)=C(C#N)C1(C#N)C#N,-2.422768511304778
CCC[NH2+]CC[NH+](C)CC(C)(C)O,-6.292370380697642
CCC[C@H](C[NH3+])[C@@]1(O)CCC[NH+](CC)CC1,-8.884329845410086
CCc1nc(CN2CC[NH+](Cc3cc(Cl)c(OC)c(OC)c3)CC2)no1,-1.2620603211267152
O=C([O-])C[C@@H]1CN(c2ccc([N+](=O)[O-])cc2Cl)CCO1,-1.2913773322053514
CC(C)(C)OC(=O)[C@@H]1N[C@H](C(=O)[O-])C(C)(C)S1,-3.143766062863723
CCC1CCC(C[NH2+][C@@H]2CCC[C@H]2[C@@H]2CCCC[NH2+]2)CC1,-2.6957525895644605
COc1cc(C[NH2+][C@@H]2C[C@H]3CC[C@]2(C)C3(C)C)ccc1OCC(N)=O,-2.3471756296831057
O[C@@]1(C[NH2+]C2CCN(C3CCCCC3)CC2)CCOC1,-2.342383795792215
NC(=O)[C@H]1C[NH2+]CCN1c1nc2c(Br)cccn2n1,-3.9281279471130106
COc1ccc2[nH]cc([C@H](C(=O)[O-])[NH+]3CCN(Cc4cccc5ccccc45)CC3)c2c1,-1.3626831293429302
Cc1cc(C)nc(CCNC(=O)C[C@@H]2C(=O)NCC[NH+]2Cc2ccccc2)n1,-2.979258921859096
Cc1nc(C[C@@H]([NH3+])[C@@H]2CN(C(C)C)CCO2)cs1,-2.2163126730315974
CC[C@@H](CCO)C[NH2+][C@H]1C[C@H](C)c2c(C)ccc(O)c21,-1.823479140924935
COCCN1[C@@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@H]1C,-3.9303974761331353
CC(C)C[C@@H](C[NH+](C)C)NC(=O)N1CCC([NH+]2CCCC2)CC1,-4.320343885659222
C[C@H](CCn1cncn1)[NH2+]Cc1ccn(C2CCCC2)n1,-1.8774454031046592
C[C@@H](CO)C[NH2+]Cc1cn(C)nc1-c1ccccc1,-1.7129813422977054
Cc1c(F)cc(N)cc1S(=O)(=O)NCC(N)=O,-1.1104313931672691
CC(C)[NH+](C[C@@H](C)O)C1C[C@H](C)O[C@@H](C)C1,-3.630676560490756
O=C(NC1CCCCC1)C1CCN(C2=NC=NC3=NC=N[C@H]32)CC1,-1.2660847273269922
Cc1ccc(C(=O)N[C@H]2CCC[NH2+][C@H]2C)cc1F,-1.7783882671786568
Cc1cn2c([nH+]1)CC[C@H](NS(=O)(=O)N1CCO[C@H](C)C1)C2,-3.7071281138743593
CCC(C)(C)NC(=O)[C@@H](C)Oc1ccc(C[C@H](C)[NH3+])nc1,-1.3443369695721983
CCc1nn(C)cc1NC(=O)C(=O)N1CCN(CC(F)(F)F)[C@@H](C)C1,-1.2363078217027654
CCOC[C@H](O)CSC1COC1,-1.5821673140443648
CCn1nc(C)c(Cl)c1C[NH2+]CC1(C)COC1,-1.8495718508540033
O=C(CCNc1ccccc1[N+](=O)[O-])N1CCC[C@@H]([NH+]2CCCC2)C1,-1.7901314508050898
COc1cc(OC)cc([C@H]2CC[NH+](CCC(F)(F)F)C2)c1,-1.5910675316327667
C=Cn1cc(C[NH+]2CC[C@@H](CNC(=O)c3ccc(C#N)cc3)C2)cn1,-2.8101652700067388
C=CC[NH+](CC(=O)[O-])[C@@H]1CCC[C@H](C(C)(C)C)CC1,-6.987726086820846
CCn1cc([C@H]2OCC[C@H]2C[NH2+]Cc2ccc(C)s2)cn1,-1.752117255479263
COC(=O)[C@H]1CCCCC[C@@H]1NC(=O)Cn1nc2ccccn2c1=O,-4.634395697103989
[NH3+]Cc1ccccc1CS(=O)(=O)N1CCN2CCC[C@@H]2C1,-1.7565557533688385
O[C@H]1CCCC[C@@H]1[NH+]1CCN(Cc2cnn(-c3ccccc3)c2)CC1,-2.1496546982846847
Fc1ccc2c(c1)[C@H]([NH2+]C1CC[NH+](CCN3CCOCC3)CC1)CC2,-3.6244588737366557
O=C(OC[C@@H]1CC(=O)N(c2ccccc2)C1)[C@@H]1CCC[NH+]1Cc1ccccc1,-1.52530163357548
O=C1NCCN1[C@H]1CCC[NH+](Cc2cccc(-c3ccncc3)c2)C1,-1.855466031591933
CN1CCO[C@@H](Cn2cc(C[NH3+])c3cccnc32)C1,-2.186287441732671
OC1(C(F)(F)F)[C@H]2CC[C@@H]1C[NH+](Cc1ccccc1)C2,-3.373024199606658
CCCN(CC)c1cc[nH+]c(C(=O)[O-])c1,-2.7378939861911276
CCO[C@@H]1C[C@@H]([NH+](C)CCn2c(=O)oc3cccnc32)C12CCCC2,-3.0586519114566584
CCNS(=O)(=O)c1ccccc1N[C@H](C)C[C@@H]1CCC[NH2+]1,-2.1826883034500115
COc1ccc(/C=C/C2=[NH+]CCN2)cc1,-2.1289516827632764
CO[C@@H](C[NH2+][C@H]1CCN(C[C@@H]2CCCO2)C[C@@H]1C)c1ccc(F)cc1,-1.649674753254459
CC(C)c1nsc(NC[C@H](C2CC2)[NH+](C)C)n1,-2.4641172104422333
Cc1cccc(C(C)(C)CNC(=O)NC[C@@H](C)C[NH+]2CCN(C)CC2)c1,-1.907816849893878
CCNS(=O)(=O)[C@@H]1CCN(C(=O)NC2CC=CC2)C1,-1.6992963337578262
COC(=O)[C@@H](N)CC(=O)OC(C)(C)C,-0.8481545773280503
C[C@@]1(c2ccc(C[NH3+])cc2)NC(=O)NC1=O,-2.4218283345551765
CCOC(=O)[C@H](F)[C@@]1(O)CCC[NH+](C(C)C)CC1,-7.532286508047298
C[C@@H]1CN(S(=O)(=O)[C@@H]2CCC[NH2+]C2)C[C@H]1C,-4.182230336178474
O=C1NC(=S)NC(=O)C1=CNc1ccc([N+](=O)[O-])cc1O,-1.0363593579884407
C[NH+]1CCN(CCCNC(=O)C(=O)c2ccc(Br)cc2)CC1,-1.7916648091964804
[NH3+][C@@H](CC(=O)[O-])c1cccc2ccccc12,-1.82767409848507
C[C@@H](C1CC1)[NH+](CC(=O)Nc1nccs1)C1CC1,-2.5667525676659997
C/[NH+]=C(/NCc1ccc([N+]2=CCCC2)cc1)N[C@H]1CC[C@@H](SC)C1,-2.6684498635885094
C[NH2+]C[C@@H]1C[C@@H]1c1c(F)cccc1Cl,-1.6614297639219053
C[C@H]1N=C(CCNC(=O)CCC2=c3ccccc3=[NH+]C2)CS1,-3.712231434458664
C[C@@H]1CCCC[C@H]1NC(=O)Cn1cnc([N+](=O)[O-])n1,-1.1213249825521285
C[NH+](Cc1c[nH]nc1-c1ccccc1)C[C@@H](O)CN1CCOCC1,-2.982232001268654
CC(C)=CC[NH+]1CCC2(CC1)CN(CCN1CC[NH+](C(C)C)CC1)C(=O)O2,-4.599681699235912
C[C@@H]([C@@H](O)c1ccc2ncnn2c1)[N+](=O)[O-],-2.163658658474137
CC[NH+](CC)[C@@](C)(CC)[C@@H](C)O,-3.7192398578594434
CCc1cc(Cn2cc(N)nn2)n(C)n1,-1.2941161086201314
CC[C@H](C)C[NH+](C)[C@@H]1CC[C@@](CO)([NH2+]C)C1,-6.040058949467287
CC[NH+]1CCC[C@@H]1CN(C)S(=O)(=O)c1cccc(C[NH3+])c1,-4.2699183892165316
CCC[NH+](CCC)[C@@H]1CCC[C@H]([NH2+]C)C1,-4.893600096425729
CC[C@H](C)[C@H](NC(=O)N1CCCCC1)C(=O)[O-],-1.5100579339937568
CC[NH+](CC)[C@@H](C)CNC(=O)N1C[C@@H](C)c2ccccc21,-1.7660889561017616
Cn1ncc(SCC(=O)[O-])c(Cl)c1=O,-2.363605019063584
Cc1ccc([C@@]23CCC(=O)N2CCC[NH2+]3)cc1,-2.1908046951692755
C[C@H]1C[C@@H](NCCc2nc3cc(F)ccc3n2C)C[NH+]1C,-2.7017774968803088
C[C@@H]1C[NH+](CCN2C(=O)NC(C)(C)C2=O)C[C@@H](C)S1,-3.9388046787273665
CCN(CCO)C(=O)N[C@H]1CC(=O)N(C(C)(C)C)C1,-1.3710169487901143
CCn1nnc2c(=O)n(CC(=O)NC3CC3)cnc21,-1.2950330597275461
CCCC(=O)N[C@@H]1CCC[NH+](Cc2ncccc2C)C1,-2.342085981760076
COC[C@](C)(O)C1(C#N)CCCC1,-1.7540573741529344
CCC[C@H](C)N(C)S(=O)(=O)c1ccc(CC(=O)[O-])s1,-1.4115786516453013
CC1(C)[C@H]2OCC[C@@H]2[C@H]1NC(=O)CCNC(=O)C12CC3CC(CC(C3)C1)C2,-8.942481573097268
CCN(C(=O)Cn1nc2n(c1=O)CCCCC2)[C@H]1CCS(=O)(=O)C1,-5.299864764834331
Cc1ccc(S(=O)(=O)N[C@H]2C=C[C@@H](C(=O)[O-])C2)cc1F,-2.359864205650207
CC[NH2+][C@H](Cc1ncnn1CC)[C@@H]1CN(C)CCO1,-3.8903068827452727
CC[NH2+][C@@]1(C(=O)[O-])CC[C@@H](Oc2cccc(OC)c2)C1,-3.1703360017748
Cn1cc(S(=O)(=O)N2CCN(C(=O)c3ccccc3O)CC2)cc1C(N)=O,-0.6239826290766469
CC[C@H](C)[C@@H]1CCCC[C@H]([NH2+]C)C1,-5.361810658901925
Cc1ccc(C[NH2+][C@H](C)CN2CCOC2=O)nc1,-2.452475028337562
O=C(CS[C@H]1NN=C(C[C@@H]2CCS(=O)(=O)C2)O1)C1=c2ccccc2=[NH+][C@@H]1c1ccccc1,-4.0758807842466105
CCOc1cc(CN2CC[NH+]3CCCC[C@@H]3C2)ccc1OC,-1.7462277116139306
CC[NH+](CC)[C@](C)(CC)[C@H](O)c1cscc1Br,-2.1505592028161398
C[NH+]1CCC(NC(=O)c2ncoc2-c2ccccc2)CC1,-1.4126096690329515
CC(C)(C)C(=O)N1CCC[NH+](C[C@H](O)COCc2ccccc2Cl)CC1,-5.356448604429547
C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@H]2C1=CC(=O)OC1,-2.341780146408312
CCC[NH2+][C@@H]1CC[C@@H](C)C[C@@H]1C[NH+]1CCC(CC)(CC)C1,-3.6330137996809766
O=C(CNC(=O)c1ccc[nH]c1=O)Nc1ccon1,-0.9331369604681594
C[NH+]1CCC2(CC1)CNC(=N)N2c1ccc(Cl)c(Br)c1,-2.7183838185797233
C[NH2+]C[C@H](C)C(=O)Nc1snc(C)c1C(=O)[O-],-4.290806871864104
CC[NH+](CC)C[C@@H]1CCN(C(=O)Cc2cc3ccccc3[nH]c2=O)C1,-1.641723046646964
Cc1c(Cl)ccc2c1NC(=O)[C@@]21[C@@H]2C(=O)N(c3ccc(F)cc3)C(=O)[C@@H]2[C@@H]2CCC[NH+]21,-2.8073788840339877
Cc1ncccc1NC(=O)C(=O)NCC[NH+](C)C(C)C,-2.781449015355714
CC[NH+]1CCN(C(=O)C2CC[NH+](Cc3ccccc3F)CC2)CC1,-3.612565932087331
C[C@H]([NH2+]Cc1nc(Cc2ccccc2)no1)[C@@H](C)n1cccn1,-1.5103633479097334
CC(=O)N[C@@H]1CCCN(C(=O)C[NH+](Cc2ccc(C)s2)C(C)C)C1,-2.1014247484389332
C/[NH+]=C(/NCCc1cc(C)cc(C)c1)NCc1ncc(C)s1,-1.053962716230957
